Age,Department,Distance_From_Home,Years_At_Company,Average_Monthly_Hours,Number_Of_Projects,Satisfaction_Level,Last_Evaluation,Salary,Attrition
33,Marketing,17,1,145,3,0.81,0.86,8686.45,0
46,Marketing,18,4,144,5,0.86,0.57,11626.08,0
42,HR,16,1,115,6,0.76,0.58,10516.78,0
57,Sales,1,3,164,5,1.0,0.77,11961.54,0
44,Sales,6,8,178,5,0.6,0.3,11633.76,0
37,Engineering,11,5,160,3,0.74,0.45,11319.19,0
35,IT,6,9,114,4,0.69,0.35,12040.17,0
52,Sales,17,6,121,5,0.72,0.37,11767.02,0
26,Marketing,4,8,153,5,0.75,0.35,11098.16,0
56,IT,14,5,178,5,0.9,0.93,15250.04,0
44,IT,14,3,130,2,0.62,0.48,12481.68,0
50,HR,20,9,166,5,0.68,0.46,12875.96,1
32,Sales,8,3,180,5,0.86,0.87,9391.04,0
39,HR,22,6,235,6,0.22,0.99,12198.04,1
33,Sales,2,7,268,2,0.35,0.89,9751.86,1
30,Engineering,5,8,191,5,0.95,0.95,12989.17,0
31,HR,4,2,161,5,0.79,0.79,9827.43,0
38,HR,10,8,133,3,0.69,0.52,11311.08,0
59,Marketing,20,2,190,3,0.73,0.77,12872.2,0
28,HR,28,7,230,2,0.21,0.9,9977.42,0
34,Sales,24,7,203,6,0.8,0.83,11969.47,0
30,Marketing,21,7,156,2,0.79,0.34,9708.97,0
48,HR,3,1,144,2,0.68,0.41,10653.51,0
23,HR,16,5,175,3,0.86,0.5,9307.99,0
26,Engineering,10,8,227,3,0.11,0.95,13151.29,0
50,HR,28,6,250,6,0.25,0.96,13213.01,1
58,IT,15,3,197,5,0.81,0.84,14224.99,0
59,Marketing,4,8,142,6,0.81,0.57,14113.48,0
40,IT,1,5,162,5,0.63,0.33,11695.08,0
29,Marketing,22,0,250,4,0.19,0.92,9046.84,0
22,Engineering,27,2,204,3,0.11,0.87,10037.58,1
43,HR,29,3,171,4,0.75,0.89,10645.33,0
38,HR,15,10,100,4,0.73,0.59,12237.08,0
28,HR,10,9,157,3,0.66,0.45,10508.37,0
46,Marketing,20,9,283,4,0.38,0.88,13679.67,1
25,HR,22,6,149,2,0.84,0.73,9656.99,0
57,IT,18,8,265,5,0.15,0.91,15037.47,1
27,HR,16,2,268,6,0.26,0.82,9551.85,1
52,Engineering,21,5,179,3,0.66,0.44,13113.33,0
40,IT,27,6,217,2,0.32,0.91,12716.16,1
48,HR,9,2,230,6,0.28,0.99,12070.17,0
31,HR,24,6,199,6,0.9,0.72,10808.23,0
47,Sales,19,10,178,6,0.73,1.0,14617.74,0
40,Marketing,17,7,176,4,0.98,0.72,11376.51,0
24,IT,10,6,161,4,0.85,0.43,10310.62,0
34,Sales,19,0,224,4,0.23,0.93,8710.41,1
49,Engineering,8,10,257,4,0.2,0.87,14855.73,1
41,Marketing,27,4,179,2,0.84,0.8,10707.3,0
49,IT,19,3,139,4,0.89,0.33,12310.91,0
29,HR,5,4,207,3,0.98,0.92,9475.33,0
22,IT,2,1,276,6,0.35,0.82,9311.1,1
24,HR,15,6,173,2,0.75,0.51,10066.58,0
34,Marketing,17,4,256,4,0.12,0.94,9010.81,1
49,HR,27,3,173,6,0.76,0.41,10867.63,0
46,Engineering,10,4,149,2,0.97,0.85,12352.5,0
54,HR,21,8,177,6,0.95,0.82,13038.67,0
59,Engineering,21,5,139,2,0.7,0.52,14642.44,0
27,Marketing,22,1,135,5,0.82,0.32,7666.3,0
53,Marketing,2,6,162,2,0.86,0.74,13915.25,0
42,IT,9,2,169,4,0.74,0.98,12579.68,0
37,Engineering,2,0,259,6,0.22,0.87,10527.41,0
42,Engineering,18,9,157,6,0.84,0.45,13585.0,0
32,Sales,12,6,238,6,0.22,0.85,11270.16,0
58,Sales,15,5,125,3,0.71,0.45,12459.62,0
57,Sales,21,4,135,3,0.72,0.31,11403.82,0
56,HR,25,9,152,4,0.83,0.35,12157.04,0
40,Sales,20,14,142,5,0.83,0.54,13127.07,0
41,Engineering,6,6,267,3,0.25,0.84,13915.96,0
39,HR,18,2,171,2,0.67,0.57,9243.69,0
35,Marketing,13,5,188,4,0.73,0.99,10783.7,0
36,IT,4,6,196,5,0.98,0.92,13230.03,0
52,Sales,12,0,146,2,0.66,0.43,10375.14,0
22,Marketing,9,4,166,6,0.92,0.82,8376.92,0
24,Engineering,2,6,158,3,0.8,0.88,11402.91,0
37,IT,16,9,242,2,0.31,0.82,14245.77,1
44,Marketing,1,9,249,5,0.3,0.86,12827.71,1
32,IT,4,5,173,4,0.71,0.85,12605.77,0
33,Sales,15,10,173,2,0.85,0.8,12636.89,0
31,Engineering,20,11,160,4,0.9,0.93,13305.61,0
53,IT,1,5,167,6,0.86,0.88,13906.38,0
37,Marketing,20,6,161,5,0.75,0.77,11378.38,0
29,Sales,15,0,162,5,0.67,0.46,7042.83,0
59,Sales,3,1,251,3,0.16,0.93,11945.15,1
33,Marketing,13,2,232,5,0.35,0.91,9997.19,1
45,Marketing,18,4,132,2,0.61,0.39,10172.14,1
49,IT,13,2,194,2,0.92,0.71,12722.56,0
29,HR,10,5,130,2,0.83,0.44,8973.1,0
49,Sales,20,4,173,6,0.91,0.82,11427.15,0
57,IT,24,8,227,5,0.27,0.99,15951.31,0
47,Marketing,7,4,152,5,0.62,0.45,11488.46,0
29,IT,25,0,208,2,0.11,0.86,9769.84,1
49,Marketing,8,5,114,3,0.85,0.47,10726.68,0
49,Engineering,1,5,171,3,0.79,0.81,13511.23,0
58,Marketing,28,2,138,5,0.95,0.99,12613.78,0
57,Marketing,18,5,156,5,0.95,0.83,12495.78,0
48,Marketing,12,2,254,4,0.27,0.85,11922.72,1
38,HR,18,6,183,5,0.84,0.53,10595.02,0
30,Marketing,28,12,138,2,0.66,0.51,11264.7,0
54,Sales,24,0,172,6,0.65,0.3,10967.43,0
41,Sales,12,3,153,5,0.84,0.81,11244.73,0
34,IT,20,3,184,5,0.96,0.78,10990.94,0
49,HR,9,4,150,2,0.77,0.84,12322.0,0
50,IT,2,8,249,4,0.18,0.83,14239.96,1
34,Sales,14,7,215,5,0.92,0.93,11745.84,0
56,Sales,4,8,243,3,0.32,0.83,14543.97,1
27,Engineering,29,5,168,3,0.99,0.95,10988.2,0
39,Marketing,29,1,139,3,0.64,0.34,8614.14,0
26,Sales,15,2,164,6,0.82,0.44,7823.88,0
46,IT,17,7,166,6,0.78,0.51,13344.62,0
23,IT,19,5,157,5,0.71,0.79,11123.73,0
31,Marketing,6,9,267,5,0.31,0.96,11672.43,1
51,Marketing,9,6,146,5,0.69,0.31,10680.7,0
26,Engineering,27,1,190,6,0.73,0.85,9479.61,0
54,HR,17,3,131,5,0.83,0.37,10591.21,0
22,IT,15,4,233,2,0.4,0.84,10858.91,1
39,Marketing,5,7,161,4,0.77,0.58,10457.6,0
53,IT,28,8,125,3,0.83,0.6,13934.78,0
32,Marketing,18,2,159,3,0.75,0.93,9092.79,0
42,Sales,23,1,169,2,0.83,0.94,10546.95,0
47,IT,4,4,119,5,0.74,0.46,12888.38,1
46,Sales,21,9,206,6,0.82,0.91,13194.46,0
43,IT,24,3,145,5,0.88,0.46,12622.17,0
48,HR,2,6,252,5,0.16,0.9,12477.83,0
34,Engineering,19,6,243,3,0.11,0.85,12354.07,1
54,Sales,27,7,150,3,0.68,0.45,12016.33,0
55,Marketing,5,10,228,6,0.27,0.99,14571.8,0
56,HR,26,10,215,3,0.98,0.94,14057.54,0
22,IT,4,3,192,5,0.76,0.74,9589.02,0
42,Sales,5,0,287,2,0.34,0.95,9591.74,1
27,IT,19,3,129,6,0.79,0.6,10179.72,0
49,IT,13,5,181,2,0.95,0.78,13201.06,0
38,IT,16,4,195,5,0.93,0.99,13801.63,0
26,Engineering,12,8,212,6,0.84,0.81,12223.34,0
52,Engineering,9,5,166,2,0.71,0.49,13278.28,1
26,Marketing,24,7,202,6,0.76,0.85,10120.41,0
59,Sales,16,6,180,5,0.84,0.44,14118.16,0
24,HR,14,4,154,6,0.8,0.42,7983.63,1
44,HR,22,0,266,5,0.37,0.83,9828.17,1
58,HR,1,5,231,6,0.34,0.97,13743.2,1
58,IT,20,15,137,6,0.9,0.39,16677.6,0
31,Engineering,23,1,256,3,0.22,0.97,10202.67,1
31,Sales,26,0,294,5,0.21,0.92,8950.08,1
40,IT,21,11,181,4,0.99,0.72,14573.28,0
38,Engineering,4,7,233,6,0.27,0.97,13601.22,0
42,Engineering,9,6,149,2,0.77,0.4,12629.84,0
35,Sales,24,9,165,3,0.65,0.55,12402.27,1
30,Sales,19,3,180,3,0.94,0.91,9851.55,0
22,Sales,14,4,139,6,0.6,0.43,8654.52,0
34,IT,22,8,233,4,0.26,0.85,11793.26,1
25,Marketing,12,7,178,3,0.66,0.48,10492.24,0
22,Sales,28,1,163,5,0.87,0.83,8186.23,0
53,Marketing,4,9,194,6,0.87,0.81,13185.27,0
55,IT,7,6,156,6,0.84,0.36,13412.81,0
49,Marketing,17,5,169,4,0.69,0.52,11761.49,0
52,HR,1,5,198,5,0.73,0.92,13048.03,0
29,Marketing,14,1,229,5,0.3,0.97,9084.75,1
47,Sales,15,8,172,4,0.87,0.98,13351.13,0
55,IT,12,3,130,2,0.72,0.55,12875.36,0
24,Sales,12,2,293,5,0.38,0.82,8894.82,1
33,HR,6,8,116,2,0.66,0.31,10420.86,0
22,Sales,26,4,240,2,0.36,0.92,9392.39,0
26,Sales,27,5,177,6,0.88,0.86,9663.66,0
51,Sales,29,8,162,6,1.0,0.95,13602.97,0
51,Engineering,13,9,245,3,0.37,0.96,14816.02,1
38,HR,16,9,173,6,0.7,0.79,12179.42,0
44,Sales,14,3,265,5,0.13,0.89,10771.88,1
36,Sales,7,8,157,5,0.82,0.58,10666.32,0
58,Sales,29,6,224,2,0.12,0.8,12852.09,0
42,IT,25,10,199,5,0.78,0.8,14194.52,0
35,Engineering,16,5,191,6,0.78,0.85,11942.63,0
23,IT,23,4,123,6,0.9,0.82,10830.42,0
32,Engineering,9,3,205,6,0.78,0.75,11139.57,0
59,Sales,26,6,164,4,0.93,0.9,14007.42,0
55,HR,14,6,167,5,0.77,0.88,13010.62,0
59,Marketing,25,6,234,3,0.86,0.85,13485.42,0
55,Marketing,24,6,185,5,0.87,0.91,14062.26,0
39,Sales,7,7,140,5,0.64,0.32,10420.56,0
51,IT,12,4,248,4,0.39,0.99,13640.22,1
36,HR,3,2,136,5,0.66,0.45,9692.95,0
48,Engineering,27,2,221,2,0.35,0.99,12401.83,0
55,Sales,14,8,176,6,0.78,0.39,13344.89,0
59,HR,19,6,112,6,0.87,0.56,12703.79,0
54,HR,11,0,192,4,0.79,0.71,10403.4,0
45,Engineering,5,8,243,6,0.34,0.89,14632.76,1
36,HR,23,11,209,2,0.35,0.82,12424.28,0
51,IT,13,3,147,4,0.86,0.57,13550.65,0
38,IT,28,6,191,3,0.77,0.81,12764.76,0
26,IT,10,4,139,6,0.7,0.35,10042.64,0
50,HR,7,7,198,5,0.86,0.31,11426.21,0
25,IT,17,2,188,2,0.89,0.93,10384.39,0
31,Engineering,16,5,185,2,0.92,0.98,11920.36,0
38,HR,8,8,242,6,0.2,0.9,12666.97,1
31,Marketing,17,9,145,3,0.68,0.35,10651.03,0
38,HR,13,6,256,5,0.11,0.98,11916.5,1
41,Engineering,11,4,195,3,0.9,0.7,12252.45,0
45,Marketing,20,0,255,3,0.4,0.98,10245.66,1
26,HR,18,3,164,6,0.7,0.57,8821.68,1
55,IT,5,4,242,5,0.19,0.91,14820.46,1
27,Sales,6,3,239,6,0.27,0.95,8981.44,0
23,Sales,20,5,198,6,0.89,0.77,9549.02,0
34,IT,14,4,248,2,0.22,0.9,12658.26,1
32,Sales,12,6,252,6,0.24,0.89,10371.66,1
44,Sales,29,9,180,4,0.7,0.38,12315.9,0
37,IT,4,4,239,5,0.11,0.92,12694.86,0
52,IT,7,1,241,2,0.3,0.94,12225.34,1
32,HR,11,3,190,5,0.93,0.85,10357.36,0
37,HR,20,7,203,2,0.79,0.99,11492.71,0
29,IT,2,7,166,4,0.78,0.76,12201.02,0
25,Engineering,4,6,178,6,0.99,0.88,12065.13,0
25,Sales,7,7,169,2,0.87,0.9,10993.52,0
46,HR,1,4,249,2,0.28,0.94,10918.54,0
24,Sales,15,6,165,2,0.83,0.93,10948.68,0
53,Marketing,20,7,166,4,0.75,0.81,13732.16,0
24,IT,22,0,206,5,0.95,0.95,10322.71,0
48,Engineering,24,10,114,4,0.82,0.37,14225.46,0
50,Marketing,8,3,253,2,0.15,0.99,11670.99,1
53,Marketing,29,2,180,2,0.8,0.91,11180.23,0
40,Marketing,25,7,139,6,0.77,0.78,10844.8,0
42,IT,5,0,182,4,0.75,0.78,11580.0,1
26,HR,14,3,231,4,0.11,0.94,9907.48,0
39,IT,18,10,249,3,0.15,0.82,13998.7,0
49,HR,3,7,259,5,0.28,0.82,12407.2,1
43,Marketing,2,7,174,3,0.92,0.72,11878.74,0
42,Marketing,25,3,256,3,0.35,0.9,10577.02,1
27,Engineering,22,0,271,5,0.3,1.0,10208.21,1
22,HR,16,4,168,6,0.77,0.89,8825.48,0
26,Marketing,14,8,249,6,0.1,0.82,10953.71,1
33,Sales,16,8,170,5,0.89,0.87,12062.23,0
47,Engineering,11,6,151,5,0.74,0.58,13409.03,0
55,IT,28,2,193,4,0.82,0.89,13334.72,0
35,Engineering,17,12,163,4,0.76,0.56,14209.34,0
47,Sales,3,6,163,4,0.82,0.97,12442.67,0
48,HR,23,4,161,4,0.72,0.94,12356.02,0
30,IT,23,4,256,2,0.23,0.85,11073.57,1
47,IT,5,5,245,2,0.35,0.91,13268.04,1
43,HR,3,8,265,6,0.28,0.89,11995.32,1
51,Engineering,29,6,176,2,0.74,0.83,13818.33,0
38,Marketing,15,8,205,2,0.8,0.85,12389.59,0
47,Engineering,23,5,100,4,0.64,0.45,12172.01,0
57,Sales,5,5,218,4,0.77,0.76,11558.32,0
22,Marketing,22,4,227,5,0.32,0.94,9064.47,1
29,Engineering,3,7,209,4,0.84,0.82,11545.87,0
56,HR,6,4,153,5,0.85,0.95,12457.27,0
36,Sales,23,3,256,5,0.36,0.83,11221.66,1
43,Sales,14,6,130,2,0.69,0.31,10266.66,0
35,Sales,24,5,253,4,0.37,0.85,11007.53,1
47,Marketing,2,3,156,2,0.83,0.36,10280.77,0
49,IT,18,2,139,4,0.67,0.46,12099.0,0
44,Marketing,6,6,232,2,0.2,0.83,11609.22,1
35,Engineering,24,7,154,2,0.66,0.54,12753.8,0
45,IT,5,4,151,2,0.7,0.34,12084.62,0
23,Engineering,14,3,160,6,0.77,0.57,10071.13,0
47,IT,17,3,175,2,0.69,0.46,12074.58,0
35,Marketing,11,6,286,3,0.13,0.94,11799.56,1
28,Sales,1,3,187,3,0.94,0.76,9496.32,0
24,HR,10,6,197,3,0.78,0.85,10093.01,0
44,Sales,9,4,141,5,0.74,0.54,11006.07,0
39,Marketing,20,0,269,2,0.27,0.95,8929.25,1
59,IT,12,5,170,3,0.78,0.86,14721.54,0
56,Sales,26,5,157,5,0.76,0.84,12753.3,0
36,Marketing,1,8,232,3,0.39,0.83,12248.32,1
46,Engineering,27,6,163,4,0.84,0.6,12739.98,0
58,HR,24,2,247,6,0.1,0.92,12335.71,1
49,Sales,18,4,154,2,0.75,0.56,12185.95,0
31,IT,12,6,238,6,0.3,0.93,12254.77,0
38,Engineering,2,0,149,6,0.88,0.55,9728.72,0
43,Marketing,1,9,168,4,0.82,0.79,13673.06,0
47,HR,1,3,157,4,0.74,0.42,10072.74,0
46,IT,25,9,148,4,0.63,0.58,13433.45,1
38,Marketing,29,6,141,5,0.74,0.49,10074.07,0
34,Marketing,1,7,171,3,0.73,0.42,10709.54,0
41,Sales,22,8,246,2,0.21,0.99,13119.1,1
46,Sales,12,7,231,4,0.13,0.92,13427.84,1
25,IT,7,7,176,2,0.74,0.86,11821.08,0
31,Marketing,4,5,290,2,0.39,0.97,10056.2,1
24,Sales,21,6,175,2,0.81,0.71,9342.32,0
39,HR,20,3,183,4,1.0,0.78,10371.94,0
57,HR,4,4,255,4,0.32,0.98,12852.62,1
43,Marketing,26,11,146,3,0.69,0.59,13440.0,0
55,Sales,15,3,152,4,0.68,0.59,10913.25,0
29,IT,1,5,175,4,0.86,0.84,11028.99,0
40,IT,6,5,184,2,0.77,0.91,12668.45,0
58,IT,14,4,153,3,0.78,0.99,14657.97,0
27,HR,26,7,240,6,0.11,0.84,10258.56,0
47,Sales,14,7,150,4,0.77,0.85,12232.77,0
55,Sales,10,2,133,4,0.86,0.51,11714.11,0
27,HR,7,5,153,6,0.81,0.35,9135.83,0
58,IT,23,2,213,2,0.34,0.85,13107.66,0
54,IT,24,7,229,3,0.36,0.83,14395.76,0
43,Marketing,23,6,191,2,0.87,0.74,11843.65,0
42,Engineering,22,5,155,5,0.73,0.45,11462.34,0
27,Sales,12,7,203,4,0.88,0.46,9967.96,0
27,Sales,24,4,141,5,0.81,0.33,8392.23,0
25,Sales,19,7,163,4,0.95,0.83,10442.71,0
51,Engineering,9,2,175,5,0.89,0.96,13188.01,0
32,Marketing,3,9,273,6,0.37,0.99,11324.39,0
51,Engineering,4,3,241,4,0.21,0.92,13022.31,1
52,IT,13,0,250,4,0.28,0.87,13169.71,1
45,IT,10,4,198,5,0.84,1.0,14384.17,0
30,Sales,14,4,177,3,0.75,0.35,8033.42,0
24,HR,6,4,151,5,0.83,0.54,9194.71,0
52,Sales,28,6,143,4,0.81,0.38,11900.34,0
58,HR,28,8,144,4,0.89,0.56,14362.14,0
57,Engineering,8,4,221,3,0.97,0.97,14052.57,0
45,IT,19,3,161,2,0.76,0.32,11979.87,0
52,HR,29,2,250,3,0.32,0.9,11450.81,1
27,Engineering,10,4,294,2,0.25,0.83,11709.42,1
23,IT,22,0,140,4,0.68,0.35,9650.96,0
41,HR,5,3,165,6,0.88,0.88,10872.64,0
49,Sales,5,9,136,6,0.65,0.54,12106.75,0
32,Sales,5,3,194,5,0.79,0.98,10769.73,0
25,Sales,9,7,176,3,0.95,0.91,10701.42,0
36,Engineering,29,1,234,3,0.27,0.84,11263.98,1
27,Sales,23,9,271,6,0.23,0.92,12032.03,1
51,Marketing,28,11,236,2,0.35,0.86,13560.63,1
59,IT,9,7,174,3,0.95,0.73,14604.05,0
23,Engineering,15,5,254,2,0.12,0.93,11453.84,1
36,Sales,9,6,122,2,0.74,0.57,10175.5,0
32,IT,29,7,132,2,0.75,0.44,11515.56,0
29,HR,14,9,191,2,0.8,0.91,12053.63,0
47,Sales,6,6,258,5,0.39,0.85,12423.14,1
26,IT,22,0,144,5,0.81,0.42,8347.14,0
27,Marketing,20,7,190,6,0.9,0.52,10041.36,0
47,HR,8,4,117,5,0.89,0.55,11620.52,0
25,Marketing,2,4,174,3,0.81,0.71,9197.91,0
40,IT,5,6,259,5,0.26,0.9,13537.92,1
41,Marketing,17,7,180,3,0.97,0.75,11438.52,0
54,IT,10,5,203,3,0.81,0.83,14184.31,0
41,IT,14,7,139,2,0.76,0.47,11854.88,0
33,Marketing,18,3,188,6,0.96,0.94,10398.42,0
22,IT,1,4,136,2,0.73,0.39,9856.85,0
47,Sales,22,8,224,2,0.12,0.9,12249.77,1
35,IT,2,10,165,5,0.91,0.93,14622.13,0
59,Engineering,28,11,153,5,0.67,0.31,15615.24,0
58,IT,4,6,191,3,0.8,0.77,14301.55,0
32,Engineering,13,8,156,5,0.6,0.37,12169.35,1
57,IT,16,11,159,5,0.75,0.86,15724.96,0
34,IT,5,3,170,4,0.78,0.39,10155.76,0
24,Marketing,23,6,237,3,0.23,0.89,9491.58,0
54,Sales,10,7,137,3,0.75,0.51,12023.77,0
27,Sales,17,9,172,4,0.87,0.8,11214.99,0
31,HR,28,2,227,3,0.83,0.89,9535.43,0
26,Marketing,11,2,147,6,0.76,0.52,8617.99,1
44,Marketing,5,5,195,6,0.91,0.86,10210.67,0
31,Sales,15,6,257,4,0.23,0.88,10469.34,1
23,Marketing,4,5,152,5,0.83,0.47,8560.83,0
34,Sales,7,7,168,6,0.83,0.8,11124.7,0
23,Marketing,10,5,160,4,0.73,0.87,9550.98,0
41,IT,23,6,178,6,0.88,0.92,13356.81,0
22,Sales,24,4,191,2,0.93,0.97,9387.63,0
58,Sales,4,10,247,4,0.36,0.86,14289.2,1
30,Engineering,20,5,208,3,0.75,0.83,11461.46,0
38,Marketing,26,4,112,6,0.78,0.52,10023.58,0
30,Marketing,5,6,241,3,0.25,0.82,10694.25,1
32,Sales,5,6,266,4,0.39,0.82,10689.69,1
36,IT,11,0,165,6,0.89,0.33,9362.01,0
45,IT,19,5,259,3,0.23,0.99,13052.35,1
59,IT,5,5,140,5,0.78,0.49,14132.95,0
56,Marketing,21,3,266,5,0.21,0.98,12841.08,1
51,Engineering,8,8,243,2,0.37,1.0,15526.1,0
52,Sales,7,3,174,4,0.9,0.44,10737.91,0
26,HR,8,6,139,3,0.77,0.46,8379.02,0
35,Engineering,13,5,145,2,0.87,0.54,11772.43,0
32,HR,5,5,154,4,0.74,0.93,10208.25,0
30,Engineering,28,6,215,5,0.78,0.96,12164.15,0
55,IT,27,1,164,3,0.91,0.86,13102.76,0
33,Marketing,18,6,154,6,0.74,0.36,10093.05,0
56,HR,24,12,176,5,0.76,0.9,15443.38,0
56,Engineering,9,0,265,6,0.16,0.93,13544.32,1
22,Marketing,2,4,252,6,0.36,0.95,9958.99,0
43,HR,16,8,171,3,0.83,0.34,11436.06,0
50,Sales,14,6,195,3,0.8,0.82,11589.41,0
29,Engineering,17,7,250,6,0.36,0.83,11849.04,1
32,Sales,28,0,266,2,0.15,0.87,9647.12,1
58,IT,6,7,219,6,0.37,0.99,15459.3,1
35,Sales,3,3,150,6,0.9,0.95,11392.08,0
51,Sales,17,6,182,3,0.86,0.87,12443.56,0
56,Engineering,13,5,221,4,0.32,0.84,15444.38,0
42,IT,6,12,122,5,0.89,0.43,14165.61,0
58,Sales,28,7,159,3,0.83,0.53,12740.61,0
26,Marketing,8,5,147,2,0.97,0.84,9429.29,0
40,HR,25,0,258,5,0.38,0.84,10015.71,1
35,Sales,29,5,183,3,0.95,0.95,10200.13,0
47,IT,6,7,147,3,0.77,0.41,12854.54,0
25,Sales,28,5,194,4,0.86,0.83,9641.38,0
46,HR,16,3,292,2,0.27,0.89,10159.28,1
46,IT,6,3,123,2,0.64,0.3,11553.31,0
39,Engineering,17,7,137,3,0.67,0.51,13383.0,1
29,IT,21,7,137,4,0.65,0.3,11324.37,1
35,Engineering,3,9,225,3,0.33,0.98,13320.99,1
53,IT,23,2,188,6,0.79,0.84,12846.62,0
59,HR,12,7,241,6,0.39,0.85,13867.51,0
54,HR,25,5,213,4,0.79,0.84,12318.18,0
44,IT,29,5,196,3,0.72,0.94,13513.49,0
36,Sales,27,6,131,4,0.62,0.59,10303.57,0
54,HR,6,6,215,3,0.76,0.96,12617.5,0
46,Engineering,21,7,176,3,0.81,0.76,14301.02,0
38,Engineering,7,2,185,6,0.73,0.35,10953.97,0
54,Marketing,11,3,204,5,0.86,0.9,11153.1,0
23,Engineering,9,5,255,2,0.13,0.91,10953.58,1
35,Marketing,16,4,147,2,0.83,0.59,10404.98,0
27,IT,5,6,195,4,0.71,0.79,11488.01,0
27,IT,15,8,127,2,0.67,0.45,11215.13,0
24,IT,21,6,117,6,0.87,0.51,10589.98,0
28,Sales,26,7,123,5,0.74,0.35,9661.68,0
29,Sales,4,8,188,3,0.89,0.81,10828.67,0
36,Marketing,5,0,191,3,0.88,0.81,9177.18,0
50,Engineering,7,4,119,6,0.66,0.53,12690.72,0
54,Engineering,3,6,178,2,0.76,0.75,13712.43,0
51,IT,4,9,127,3,0.93,0.77,14324.81,0
48,HR,25,5,278,2,0.27,0.98,11705.88,1
57,Sales,15,2,249,6,0.36,0.89,12126.18,1
50,Sales,28,3,174,3,0.88,0.87,11926.04,0
59,IT,2,8,158,4,0.9,0.75,14821.79,0
54,Sales,24,4,190,5,0.93,0.8,11453.39,0
58,IT,25,5,182,2,0.81,0.31,12993.06,0
48,Marketing,5,7,235,2,0.17,0.96,13519.32,0
54,Engineering,7,0,144,2,0.79,0.48,11695.98,0
25,HR,22,7,206,2,0.28,0.89,10281.94,0
43,Engineering,17,3,237,6,0.31,0.89,12074.62,1
23,Engineering,8,5,167,6,0.7,0.79,11166.43,0
31,Marketing,9,0,267,6,0.32,0.96,8956.0,1
26,Sales,10,4,180,6,0.91,0.92,9270.14,0
31,HR,11,9,172,3,0.63,0.37,10016.54,0
54,Sales,1,0,137,6,0.7,0.55,10680.52,0
59,Engineering,15,8,230,3,0.14,0.83,15601.34,1
34,IT,8,4,115,4,0.7,0.53,10539.05,0
52,Engineering,19,6,244,6,0.13,0.87,14854.18,1
57,Sales,12,7,169,4,0.81,0.93,13344.89,0
45,Engineering,6,6,170,6,0.88,0.89,12474.24,0
36,IT,10,2,156,4,0.85,0.51,11487.69,0
50,Marketing,24,4,230,5,0.27,0.98,12104.62,0
29,Sales,5,1,192,4,0.83,0.85,9113.66,0
26,Engineering,24,6,157,3,0.62,0.59,11908.93,0
50,Sales,7,10,235,2,0.25,0.81,13108.94,1
25,Marketing,7,0,118,4,0.88,0.56,7850.77,0
33,Engineering,23,3,182,2,0.74,0.81,11905.7,0
23,Engineering,25,4,251,5,0.18,0.9,10335.42,1
48,Sales,22,6,259,5,0.37,0.93,13190.68,1
52,Sales,22,8,201,3,0.84,0.96,12808.18,0
57,IT,27,5,248,3,0.19,0.83,14303.84,1
57,Marketing,9,4,250,4,0.36,0.92,12197.3,1
47,IT,15,8,136,6,0.71,0.49,13923.44,0
48,Engineering,6,7,215,5,0.94,0.78,13485.66,0
26,Sales,16,7,159,2,0.64,0.54,9479.79,0
41,Engineering,7,5,164,6,0.88,0.98,12630.24,0
32,Engineering,15,8,173,5,0.85,0.73,11950.52,0
31,HR,23,3,253,4,0.39,0.81,9231.99,1
59,HR,2,3,212,5,0.81,0.72,12216.84,0
27,Engineering,29,7,159,3,0.79,0.48,11201.02,0
29,Sales,28,0,244,2,0.19,0.89,8571.65,1
44,Engineering,8,5,146,2,0.76,0.33,11726.87,0
47,HR,12,4,162,3,0.62,0.42,10554.36,0
33,Sales,11,1,243,6,0.28,0.9,8612.67,0
47,Engineering,6,2,252,3,0.19,0.96,12378.2,1
34,Marketing,20,5,175,2,0.62,0.56,9902.41,0
39,Marketing,27,8,148,4,0.75,0.72,11886.88,0
46,Engineering,13,3,153,6,0.66,0.34,11762.84,0
54,Sales,23,9,140,5,0.88,0.94,13359.93,0
33,Engineering,16,5,235,4,0.3,0.92,12357.4,1
57,Engineering,8,9,200,6,0.22,0.97,15897.99,1
25,HR,17,3,227,2,0.17,0.8,9722.37,1
26,Marketing,26,5,261,2,0.37,0.97,9296.42,1
58,HR,29,6,299,4,0.12,0.82,13174.32,1
29,HR,13,4,177,6,0.78,0.92,10445.73,0
49,Engineering,4,8,190,5,0.88,0.8,14246.68,0
52,HR,20,0,170,5,0.83,0.87,10489.52,0
30,Marketing,10,12,225,3,0.36,0.97,12137.42,0
50,HR,25,8,169,4,0.93,0.83,13452.24,0
35,Marketing,29,4,150,6,0.66,0.57,9068.61,0
43,HR,22,3,246,4,0.3,0.86,10757.8,1
32,Marketing,20,2,171,5,0.8,0.8,8965.66,0
44,HR,16,7,183,6,0.98,0.77,11633.04,0
22,HR,29,4,235,2,0.4,0.83,9289.41,1
58,Sales,17,5,164,2,0.62,0.56,12227.31,0
42,Marketing,8,8,260,6,0.36,0.88,12477.95,0
47,Marketing,11,2,215,4,0.96,0.79,10268.03,0
57,Marketing,25,2,165,4,0.76,0.45,11606.17,0
44,IT,5,10,174,2,0.75,0.74,14496.04,0
22,HR,21,4,241,2,0.27,0.93,9882.0,0
